label,BRCA1,BRCA2,TP53,PIK3CA,CDH1,PTEN,AKT1,MYC,CCND1,ERBB2,ESR1,PGR,MKI67,KRAS,EGFR,VEGFA,MMP9,CDKN2A,STAT3,JAK2
Cancer,-0.6457,-1.3542,-0.3032,0.197,1.2548,0.8925,-0.4439,-0.4636,2.9243,1.3982,3.9804,3.9108,-1.834,0.1102,-2.2474,-0.3294,-2.8392,0.6952,0.6172,-0.417
Cancer,-1.617,-1.9602,0.25,-0.5618,1.6067,-0.7291,0.0574,-1.9374,0.379,2.1628,4.5156,2.8597,-2.1808,0.7259,-2.9681,-1.2295,-3.7922,-0.0753,1.0739,0.526
Cancer,-1.1873,0.0388,-2.1617,-0.1828,1.7985,0.2874,0.404,-0.7578,-0.1692,5.2418,2.4372,-0.6893,-0.7175,-0.3441,-3.2201,-0.3263,-0.5335,0.5757,1.0294,-0.0567
Cancer,-2.1101,-2.105,0.6863,0.1275,-0.09,0.733,-0.2698,-0.7662,0.3939,2.274,5.0918,-2.2033,-2.928,0.4297,-3.5696,-1.2735,-4.8675,0.0557,1.0015,-0.0092
Cancer,-2.6256,0.4035,-0.6458,-0.0585,2.362,0.0768,-0.8651,-1.7434,1.7612,1.319,4.2345,-0.9675,-0.4668,0.4041,-2.6568,-1.2024,2.0582,-0.2821,0.5025,0.0353
Cancer,-0.9448,-0.3455,-0.4358,-0.2612,2.3612,0.5627,1.0088,-1.0167,2.5267,2.7846,4.4848,0.4338,-1.3322,-0.7965,-3.4374,-1.4233,-2.8185,0.8992,1.4466,-0.0692
Cancer,-1.0472,-0.294,-1.5317,0.248,-0.5345,0.7261,-1.3032,-1.2582,-1.3712,0.9114,2.2738,-0.0367,-1.4735,0.7641,-0.4446,-2.1802,0.8568,0.4345,0.0001,0.6307
Cancer,-0.773,-1.2678,-0.4935,-0.0703,2.744,0.6275,-0.2108,-2.2026,-2.6252,0.6846,5.2512,2.9977,-1.2885,0.0649,-2.4807,-0.7691,-4.8805,0.4635,1.1289,1.7297
Cancer,-1.4944,-0.7318,-0.7082,-0.1495,2.6047,0.8727,0.0266,-3.0705,0.7679,5.057,0.5873,-1.9515,-1.4173,0.8336,-1.7829,-0.7795,1.477,0.4874,0.1718,-0.605
Cancer,-0.8882,-1.794,-1.4345,0.4885,3.4702,0.558,0.8432,-3.0679,-3.2087,2.0646,1.5883,-2.9232,-0.2485,0.3187,0.5365,-0.0903,-4.8492,-0.0273,0.8298,-0.5815
Cancer,-1.1892,-1.3268,-0.419,0.0107,2.2194,1.0509,-0.4686,-0.8002,1.4511,2.8461,2.8477,1.7105,-1.659,-0.3413,-1.0963,-1.9176,-1.9092,0.8603,0.9829,0.5503
Cancer,-0.9536,-0.9852,-1.4338,0.7062,1.8438,0.5576,-0.1044,-1.4596,1.1949,2.9254,2.9954,0.7137,-1.4998,0.6002,-2.9682,-0.5651,2.9485,-0.2227,1.1194,0.2702
Cancer,-0.3575,-0.0325,-1.5588,1.112,1.682,0.4211,-0.1998,0.4322,1.0101,2.3537,-2.972,-2.4512,-0.367,-1.0074,0.137,0.6645,-0.9642,0.1494,1.5372,0.276
Cancer,-1.2336,-0.8158,-0.5275,-0.0908,2.0678,1.1016,0.0849,-2.4634,2.5589,4.1189,4.6098,0.7298,-0.8888,0.5593,-3.2713,-1.1042,-1.9258,-0.0629,1.4526,-0.412
Cancer,-1.9178,-2.659,0.5412,0.012,2.0062,0.5216,-0.0176,-0.2628,0.895,2.579,4.2083,-0.2392,-2.2122,-0.1196,-1.552,-0.6926,-2.559,0.6626,0.7873,-0.1832
Cancer,-1.4601,0.437,0.6088,0.5025,1.0719,0.5701,0.1906,-1.246,-0.7102,4.6839,-1.5904,-1.4852,-0.673,0.2233,0.9029,0.6464,1.1192,1.3992,0.4622,0.8463
Cancer,-1.4118,-1.115,0.03,0.259,0.395,0.9418,0.1804,-0.8734,-0.5008,2.1289,2.8729,3.5348,-2.2582,-0.4892,-2.2625,-0.6549,-4.074,0.7592,1.4287,0.354
Cancer,-0.5929,-0.7108,-1.304,0.4878,1.12,0.8588,-0.8964,-0.9494,1.45,2.7192,4.7533,2.5673,-1.167,0.9113,-2.6253,-1.838,-1.0385,0.5218,1.6149,0.0875
Cancer,-1.2868,-0.9695,-0.657,0.0842,1.9108,0.6069,0.3715,-2.022,3.0572,2.1463,4.4125,-2.6413,-2.4022,-0.3184,-2.6638,-1.415,-1.3652,0.6221,0.2118,-0.6748
Cancer,0.2169,-0.6318,0.3088,-0.0028,1.9483,0.7869,-0.0381,-0.0748,-1.4376,2.665,1.894,2.7705,-0.7322,0.2977,-3.1955,-1.3861,-2.0775,0.2265,1.2838,-0.6502
Cancer,-1.4265,-1.62,-0.5602,0.343,1.7478,0.4581,-0.9049,-1.8814,2.4038,2.283,4.4793,2.8623,-2.2407,0.1832,-2.5565,-1.7943,-2.964,1.3497,0.8936,-0.6262
Cancer,-1.7862,-0.0405,-1.7398,-0.862,2.4701,0.3545,1.536,-3.0586,-0.3684,2.0488,1.0574,-0.0272,-0.4722,-0.0703,-2.7194,0.1818,3.152,0.1498,0.6484,0.1735
Cancer,-0.5945,-1.0085,0.6567,0.4332,1.889,1.1774,0.3445,-2.0755,-0.7339,1.8432,4.0378,3.618,-1.0975,-0.0678,-2.145,-1.7291,-0.7278,1.0223,1.1448,0.1007
Cancer,-1.0419,-0.7068,-0.063,-0.2765,0.8064,1.6594,-0.3786,-1.5237,0.687,1.9492,4.2482,-0.799,-1.926,0.0933,-2.7518,-1.2543,-0.0173,1.1996,1.2662,0.6238
Cancer,-0.6512,-1.2412,-1.3473,0.2825,1.7702,0.5451,-0.8066,-1.7749,2.388,3.691,3.6665,1.5905,-1.565,0.7078,-2.0179,-1.0583,-0.0945,1.1255,1.494,-0.325
Cancer,-1.311,-1.8538,0.2955,-1.5552,2.0429,1.1336,-0.3124,-2.7482,-1.6385,2.717,5.339,2.8582,-2.9205,-0.8165,-3.2609,-1.3628,-1.6708,0.6431,1.7364,-0.1177
Cancer,-1.6232,-3.2612,-0.375,0.5032,2.9964,0.7102,0.0269,-1.4871,0.9359,3.4646,3.5444,-0.3513,-1.9888,0.2238,-1.4864,-1.1206,-1.6728,2.1454,1.4138,-0.4088
Cancer,-0.9192,-1.3298,-0.0273,0.4752,2.1334,0.519,-0.5339,-1.2971,0.0065,2.0615,4.484,4.5582,-2.2382,0.0881,-2.4031,-1.0296,-4.5735,0.3585,1.2082,-0.3342
Cancer,-1.627,-0.5225,0.2943,1.3805,2.4352,0.6748,-0.2935,-0.5565,1.0682,1.4445,4.634,4.036,-1.5872,0.5275,-2.603,-1.2098,-3.886,-0.1039,0.6834,-1.0213
Cancer,-2.448,-0.7885,0.161,0.2535,2.6988,1.0674,0.1784,-1.8433,0.3584,1.5086,1.9051,-2.1372,-1.846,0.4621,-1.8287,-1.3701,-1.985,1.1146,0.379,-0.1058
Cancer,-0.6693,-0.2615,0.3998,-0.3662,2.958,-0.2087,-0.1432,-1.3127,1.0493,2.8009,4.7864,2.9785,-1.7425,0.0508,-3.0177,-1.5477,-0.6402,0.1676,1.108,-0.7592
Cancer,0.4079,-1.3765,0.1383,-0.4538,1.4569,1.4034,1.0095,-3.2882,-0.2925,4.2009,-0.0699,-3.0985,-1.417,-0.4061,-3.0957,-0.7374,-5.1085,0.0214,1.9502,0.3235
Cancer,-1.2892,0.4475,-0.134,-0.3828,2.2887,0.7666,0.3028,-2.0247,0.7149,5.7559,3.0412,-2.9043,-0.4445,1.0499,-3.3683,-1.0254,0.9098,-0.3979,0.0705,-0.0545
Cancer,-1.8913,-0.9495,-0.5248,0.8182,1.8993,-0.1094,-0.5505,-0.8023,0.694,1.9425,5.2443,-1.3168,-2.0535,-0.0188,-3.2329,-2.4534,-5.4108,0.2767,-0.2188,-0.348
Cancer,-0.8263,-1.9238,-1.981,0.1435,1.6967,-1.3381,-0.8549,-1.4484,0.7555,2.2861,4.7839,1.3872,-1.329,0.1274,-2.9901,-1.5817,-3.425,0.3566,0.4445,-0.3442
Cancer,-1.2605,-0.8335,0.6242,-0.1562,2.3087,1.2891,0.5409,-1.2687,1.0772,1.5954,4.3942,1.3118,-0.9018,0.1269,-3.0233,-0.5597,-2.4285,0.8287,0.684,-0.2998
Cancer,-1.7433,-2.5405,-1.3652,0.2505,0.9646,0.6749,-0.0841,0.3024,0.8688,1.1582,4.7877,2.8742,-0.891,-0.24,-2.977,-0.6776,-1.9,0.1772,0.6838,0.011
Cancer,-0.7655,-1.288,-0.8412,-0.1075,2.8125,1.1384,-0.3545,-2.1719,0.5287,3.188,3.2607,-2.1303,-2.3408,-0.1174,-2.4749,-0.8217,1.358,0.8265,1.379,0.0527
Cancer,-1.2324,-1.0058,0.3125,-0.0052,-2.8389,-0.4997,-0.1094,-2.1963,0.5211,2.337,3.839,4.0585,-1.7835,-0.0019,-2.7246,-1.4539,-4.2285,0.0536,1.3429,0.3642
Cancer,-1.2893,-1.712,-0.3438,0.1648,-1.8328,0.5706,-0.6726,-2.0731,-0.2528,2.0234,3.7472,3.7065,-1.899,0.1882,-2.6856,-1.3593,-4.9702,1.6133,0.9414,-0.0985
Cancer,-1.137,-3.042,1.0128,-0.6792,-4.1425,0.4819,0.5541,-1.9691,-2.2114,2.5538,3.3994,-1.5818,0.73,-0.5666,-2.6141,-0.8236,-1.4075,0.5372,0.6857,-0.6565
Cancer,-1.2462,-0.437,0.1358,-0.4368,-3.3035,-0.0159,0.8542,-1.2801,-0.2408,1.9429,-2.1058,-2.3648,-0.2898,0.9845,-1.3575,-0.2907,-0.0135,0.752,0.7516,0.3053
Cancer,-1.8072,-1.3447,0.7452,0.0295,-0.0642,-0.3697,0.2644,-1.0723,-3.1596,2.6879,4.0073,-3.5037,-1.968,-1.1298,-2.2907,-0.0567,-5.2398,2.1896,1.8511,0.8423
Cancer,-0.9669,-0.677,0.0048,0.054,-3.1151,0.8906,0.0891,-2.1436,1.1456,2.1168,4.9264,0.7578,-2.14,-0.3669,-2.1696,-2.0237,-3.9175,1.2596,1.2849,0.9083
Cancer,-1.6842,-1.4958,-1.1985,0.075,1.4562,-0.7731,-0.5851,-1.1196,0.3218,2.3105,4.8712,2.9187,-2.3785,0.787,-2.5923,-0.9892,-4.9825,0.7732,0.8694,0.1447
Cancer,-1.3602,-0.7615,-0.6167,0.211,-0.1828,0.8431,-0.3038,-2.1518,1.0283,2.2582,3.3796,1.936,-1.5552,0.2108,0.289,-1.7404,-5.0965,0.0071,0.7904,0.3185
Cancer,-1.6731,-1.9862,-0.5355,0.0712,-0.1858,0.9735,0.0775,-2.5637,1.7203,3.4992,2.5249,-0.2797,-2.8868,0.2907,-1.558,-1.6086,-1.0258,0.5592,1.4928,0.3438
Cancer,-1.9481,-1.6612,-0.5498,-0.0175,0.6317,0.6451,-0.8032,-3.0026,-0.6462,4.496,-1.3998,-2.104,-2.2628,0.3056,-1.2928,-1.7985,-0.6335,0.9559,0.3452,0.79
Cancer,-1.4456,-1.237,-0.3175,0.1282,-2.6028,0.7701,-0.3439,-0.8069,2.9781,2.7034,4.6287,2.1778,-1.5602,0.6259,-2.9295,-1.3087,-2.5402,0.008,1.3686,-0.5235
Cancer,-0.5296,-1.4772,-0.3127,0.72,-2.5858,0.4459,-1.0598,-0.7989,-0.0427,2.9336,5.2796,1.8777,-1.893,0.7146,-2.2922,-1.4761,-2.6408,-0.5278,0.9732,-0.9222
Cancer,-1.4998,-1.8082,-0.7302,-0.2422,1.1642,0.6369,0.3594,-2.4098,1.7913,2.6279,4.8769,3.0773,-2.793,1.7334,-2.8446,-0.5924,-4.587,0.4924,1.6234,0.0523
Cancer,-1.2055,-1.4122,-0.5653,0.0915,0.9767,0.7296,-0.5222,-0.8444,0.8873,2.1134,4.0221,2.5563,-2.5622,1.1682,-1.5789,-1.2393,1.3502,0.7383,1.1657,-0.2225
Cancer,-1.1278,-0.5695,0.5637,0.367,-2.8957,-0.0689,-0.3946,1.0655,3.0392,1.7361,4.526,3.7192,-1.7048,-0.3701,-3.5473,-0.7404,-3.3042,0.4518,2.0325,-0.6515
Cancer,-0.8414,-0.3368,0.438,0.4445,3.6044,0.9809,0.6338,-1.1336,0.544,2.9339,3.2821,-2.0915,-1.5815,-0.2741,-1.2952,0.1221,-2.5618,1.6848,0.6428,-0.2743
Cancer,-1.8391,-1.1285,-0.0733,-0.6862,1.5599,0.6688,0.8605,-0.5372,0.2142,2.0296,4.5748,4.2573,-1.7452,-0.755,-2.7704,-0.6873,-0.7415,0.6928,1.1262,1.2047
Cancer,-1.256,-0.0615,0.0037,1.1588,1.2728,1.4944,-0.5329,-1.0392,0.7764,2.5701,4.7767,3.4305,-1.5635,0.867,-2.1826,-1.2863,-0.5688,0.2611,1.0644,-0.1303
Cancer,-2.0202,-1.3155,0.1422,0.2922,2.8662,1.1711,0.146,-0.3647,0.1839,1.0395,2.6722,0.164,-2.0085,0.4451,-1.2419,-1.4478,0.25,1.1056,0.9358,-0.629
Cancer,0.4524,0.0052,0.2785,0.2862,3.0015,0.6096,-0.2769,-0.5551,-0.2637,5.0176,-0.1134,-2.4695,-0.1825,0.31,0.1787,-0.2528,-1.6102,0.7629,0.5756,-0.1478
Cancer,-0.4617,-4.2575,0.0282,0.763,1.6173,-2.3984,-0.7745,-2.1034,-3.5123,1.5299,-4.1102,-3.7756,0.8018,-0.1304,-0.5691,-0.9799,0.4282,-0.0728,0.6984,-0.5445
Cancer,-0.4412,-0.4828,-1.321,0.2582,2.1448,0.4876,-0.3784,-0.9266,0.7012,1.9508,3.9162,4.1615,-1.194,0.7501,-2.7068,0.5189,-1.1162,-0.4709,0.6746,-0.0193
Cancer,-0.3644,-0.1158,1.2652,-0.3478,2.7912,0.1514,1.8646,-0.3506,0.199,3.2108,3.8601,-2.5158,-0.9815,-1.5238,-0.9575,-0.6048,-3.0948,-0.4582,0.6311,-0.6162
Cancer,-1.3547,0.3672,-0.4168,0.522,2.6181,0.7901,0.4178,-1.5294,-0.2301,0.7596,-3.0162,-2.0323,0.0867,1.1488,0.2792,1.8349,0.621,-1.236,0.5729,-0.2397
Cancer,-1.4189,0.0425,-0.5353,-0.0525,2.0433,-0.3054,-0.3759,-2.46,-0.0402,0.8801,4.6008,-1.673,-1.3722,-0.1908,-1.539,-0.7202,1.33,0.9308,0.547,0.0157
Cancer,-1.6322,1.6162,-1.9138,0.0558,1.0044,-2.3232,0.0612,-0.1319,0.4539,0.7059,-2.3211,-2.3862,0.0865,-0.6637,-0.545,-0.818,-4.204,0.2046,0.3135,0.2162
Cancer,-2.2785,-1.776,-0.0508,-0.0195,1.545,0.6904,1.5061,-1.2478,0.2897,1.941,2.422,-2.501,-2.0978,-0.1979,-0.844,0.6258,-1.7895,0.3385,1.2658,-0.8925
Cancer,-3.0265,1.7418,-2.4182,0.5022,1.1202,-1.7047,-0.2615,0.2816,0.5726,0.3969,-3.7184,-3.1157,-0.8128,0.4453,0.2607,0.2187,3.167,-2.4808,0.8201,-0.4517
Cancer,-2.6847,0.3858,-1.6753,0.2178,2.6418,1.0734,-1.1067,-0.703,0.1515,1.154,4.3048,-1.1325,-1.2075,-0.8855,-2.2699,-0.2893,-3.058,0.9441,0.4189,-0.1962
Cancer,-1.4676,-0.4975,-0.5383,0.4972,2.4198,1.1706,-0.6489,-2.4459,0.5598,1.3904,3.0177,1.0112,-1.1098,0.4047,-2.1374,-1.4852,-0.8478,0.4882,0.361,0.3828
Cancer,-0.5483,-1.29,-1.8622,0.374,2.4704,2.1842,-0.2568,1.3375,-1.4368,1.1735,-4.1302,-3.1168,-0.5888,-0.7133,0.8729,0.4064,0.0728,3.6779,2.2397,-0.612
Cancer,-1.0945,-0.366,0.2272,-0.304,2.9556,1.0426,-0.7681,-1.6098,0.8383,1.5244,5.1873,3.8562,-1.2332,0.5746,-2.6308,-0.3666,-4.1242,-0.2582,0.5982,0.0252
Cancer,-2.9321,-0.492,-1.9875,0.4752,2.3608,0.1301,0.2274,-1.1476,-0.9613,1.2956,-3.5774,0.9033,-1.229,-0.2297,1.0373,1.2662,-4.3845,-0.4473,-1.5651,-0.4465
Cancer,-1.8442,-0.527,-0.5917,0.0638,-3.3791,1.3174,-1.1629,-2.0956,-0.1124,1.4926,2.9808,0.0705,-2.3162,0.5998,-0.7695,-1.0807,-0.2517,1.1112,0.7828,0.8078
Cancer,-1.9696,-1.9675,-0.768,0.4178,0.6982,1.0136,-1.0384,-2.1485,2.1968,2.0488,4.643,-0.4697,-3.0238,0.3442,-0.6052,-1.4976,-3.691,0.4477,0.5931,-0.2165
Cancer,-1.4834,1.401,-0.8,-0.416,3.4846,0.3434,0.1306,-1.4702,0.4159,6.2755,2.8794,1.2077,-2.0392,0.792,-2.7876,0.426,-2.751,0.0012,0.6791,-0.6137
Cancer,-1.6242,-0.577,0.1027,-0.1355,3.2265,0.5514,0.9478,-2.8635,-0.4851,5.3892,-1.2146,-1.5028,-1.2082,0.3743,-0.4215,-0.05,-2.852,0.5376,0.1162,-1.1217
Cancer,-1.9449,-1.037,-0.0872,0.2195,2.4425,0.8496,0.092,-2.0145,1.1937,1.0115,4.3,0.835,-2.463,0.0124,-1.7357,-1.78,-4.3765,0.2329,0.1116,-0.8055
Cancer,-2.3001,-1.222,-0.2492,1.129,1.5435,0.4466,-1.5654,-0.3542,-1.8678,1.6436,-0.4478,-1.1663,-1.3872,0.4161,-0.2845,-0.0018,-0.9222,0.5101,0.6521,-0.4357
Cancer,-1.4218,-0.5908,0.3833,0.4075,2.9698,0.3394,-0.8565,-0.2998,0.0574,1.5144,4.0154,3.9532,-1.1553,0.1879,-2.4857,-0.7167,-1.637,0.8836,0.1954,-0.0688
Cancer,-1.8589,-0.2028,-0.7975,0.326,3.6892,0.5298,-0.29,-1.7959,-0.219,3.2824,3.6979,-2.0632,-3.021,-0.373,-2.2966,-0.2737,-2.494,0.98,0.4232,-0.3267
Cancer,-0.8018,0.1013,-1.904,-0.2028,1.8188,1.1358,0.0779,-1.3156,-0.7888,1.5934,-4.1725,-3.8073,-4.0595,-0.2356,1.4271,-0.2746,2.9508,-1.6589,0.7668,-0.7373
Cancer,-1.1262,-1.71,-0.8047,1.056,1.5898,0.9641,-0.056,-0.6799,0.9146,2.5141,4.2108,1.422,-1.8408,0.3607,-1.0377,-1.7481,-5.4168,1.4596,1.0505,0.8022
Cancer,-1.5318,-1.74,-0.4058,0.3655,0.5866,1.2322,-0.4185,-1.2124,0.5124,1.0979,1.924,4.3612,-2.333,-0.5368,-1.0177,0.4037,0.3938,1.4791,1.1347,-0.2942
Cancer,-1.2906,-1.2998,-0.8785,0.425,1.4563,1.6108,0.3175,-1.9739,0.8063,2.6174,4.2218,3.4132,-2.3088,0.1753,-1.1059,-0.557,-3.063,1.0801,1.5494,-0.36
Cancer,-1.4888,-0.933,-0.807,-0.3105,2.0617,0.2948,-0.3384,-2.9437,0.875,2.1874,5.569,2.9463,-2.6383,0.7874,-2.9067,-0.3995,-0.3938,0.3898,1.2548,0.2927
Cancer,-1.1525,-0.1588,-0.514,-0.28,1.3842,0.6901,-0.1594,-2.7502,1.4798,1.2949,5.1906,0.3608,-0.8612,0.5297,-2.07,-0.9118,0.3642,0.5429,0.1619,0.8945
Cancer,-1.4253,-1.3948,-0.2692,0.1868,1.5197,0.7527,-0.5592,-3.1147,-0.3247,2.163,4.0479,4.3235,-2.9125,6.939e-18,-1.8468,-1.1243,1.9665,1.2486,0.931,0.2185
Cancer,-1.9299,-2.2607,-0.5493,1.2855,2.9798,0.9165,0.0919,-1.1096,0.4573,1.8468,5.6708,-0.7443,-2.6647,-0.1549,-2.2426,0.2098,-4.715,1.0892,0.2022,-0.1873
Cancer,-3.3468,0.519,-1.137,0.188,0.4392,0.255,-0.2252,-1.0697,-2.0079,1.2829,0.1144,-2.491,-0.6682,0.2318,0.9016,1.0262,-0.563,3.0293,1.4911,0.1853
Cancer,-1.342,-1.1915,-0.3615,0.448,2.1609,0.754,-0.0655,-0.0802,1.1559,1.6576,4.5937,0.3298,-2.1535,-0.4272,-1.412,-1.4302,-3.8248,-0.1006,0.9535,-0.2925
Cancer,-1.1879,-1.3038,-1.1053,0.373,1.6877,1.5347,-0.0959,-1.6459,1.0907,1.4781,2.1843,1.3978,-1.5735,-0.2477,-1.1061,-1.0281,-1.099,0.8413,1.5831,0.6972
Cancer,-1.2612,-0.5215,-0.9922,0.1932,2.4203,1.1421,1.0154,-1.3123,0.6756,2.6936,2.3096,-0.2658,-0.1605,0.3711,-1.9065,-1.3976,-3.426,0.7498,0.2469,-0.4757
Cancer,-1.5277,-0.4615,-1.3695,0.031,3.2672,0.3437,0.8225,-1.1153,0.2058,2.7175,1.6169,0.9065,-1.0515,0.3522,-1.9006,-1.3109,0.2235,0.1852,0.9404,0.8638
Cancer,-0.5627,0.2758,-1.0698,-0.5472,2.7628,-0.4049,-0.194,-2.4379,-0.1009,2.5641,2.2985,-1.1334,-1.6295,0.9708,-1.2847,0.9989,-2.2852,0.4716,0.9059,-0.2507
Cancer,-0.8677,-1.3922,0.351,0.9638,1.7902,0.1814,-0.1369,-0.4492,0.2739,2.054,4.2379,1.6768,-0.4805,-0.5622,-3.4902,-1.0926,-3.444,-0.686,1.0038,-0.2513
Cancer,-0.5952,-1.0088,0.6982,-0.2612,1.9561,0.1538,0.0968,-0.5839,2.0081,2.4351,4.4049,1.9588,-1.7862,-0.795,-2.9952,-0.8996,-4.3888,0.1899,0.8364,-0.2515
Cancer,-0.7691,-0.3605,-0.5092,-0.1038,2.0545,0.9012,0.1,0.2452,1.3522,0.6328,3.8111,-0.65,0.7568,-0.4609,-1.5003,-0.7634,-4.9962,-0.2145,0.6331,0.3233
Cancer,-1.0461,-0.7215,-1.2298,-0.0132,3.2371,-0.2551,-1.1754,-1.0313,0.9844,2.0957,2.38,-0.3833,-1.4585,-0.3602,-1.4957,-0.0937,-4.7952,-0.1964,0.3871,-0.3307
Cancer,-1.8136,-1.497,-0.5405,0.2342,1.8745,1.453,-0.093,-0.9813,-1.3104,1.753,-1.6002,-2.0295,-2.6682,-0.3975,0.639,-1.2684,-3.1197,0.1732,1.3024,0.3655
Cancer,-2.6171,-1.92,0.8595,0.472,3.0532,0.8516,1.2098,-0.7662,0.9477,1.494,2.5942,2.716,-0.5285,0.7871,-2.3282,-0.1762,-4.9168,-0.5602,0.8092,-0.5505
Cancer,-3.1098,0.551,-0.1088,-0.5548,2.4233,-1.6156,0.1034,-1.1602,-0.4968,2.4234,-1.7452,-2.6445,-0.0395,0.2173,1.2607,1.0373,0.8085,0.7232,0.4592,1.2025
Cancer,-1.2351,-0.9625,-0.611,0.46,2.3906,0.5457,-0.259,-1.6934,3.7612,1.4708,4.8602,1.4857,-0.7465,-0.7619,-3.8957,-1.7112,-4.9725,-0.1797,-0.419,0.142
Cancer,-2.7921,-0.428,0.1255,0.2545,1.784,0.9111,-0.509,-0.5309,0.0758,1.4684,-3.1701,-2.7972,-0.941,0.0195,0.5483,0.2215,-1.0572,0.9542,0.7296,0.253
Cancer,-2.0509,-1.779,-0.166,0.1405,2.5588,1.1336,-0.1162,-3.0999,-0.3653,2.1197,3.4972,-2.6017,-1.6862,0.101,-1.2957,-1.4983,-4.8178,1.0132,0.4589,-0.47
Cancer,-0.4867,-0.6345,-2.1132,0.4418,1.8182,-0.9659,-1.2596,0.0094,-0.5146,1.4189,-1.2127,-2.7688,-0.7408,-1.0761,-0.1038,0.3249,1.1642,0.129,1.2108,-0.1007
Cancer,-0.4471,-0.3688,0.3025,0.0988,1.9962,0.0084,-0.3661,-0.0088,-1.0995,2.3918,4.9887,0.5685,-0.5215,0.1572,-2.3661,-1.6995,-4.1028,-0.4343,0.5198,-0.2715
Cancer,-1.5614,-1.3108,-0.0683,-0.9708,-2.8684,1.0359,-0.5526,-2.5181,0.0922,2.7473,4.3991,2.8862,-2.5445,-0.4649,-2.3988,-1.4526,-1.8488,0.7784,1.3218,0.5338
Cancer,-1.0741,0.025,-1.5983,-0.505,-1.6563,0.9338,-1.1838,-1.7113,-1.7577,1.8835,3.1524,1.0563,-1.0375,0.5774,-0.9452,-1.5408,-3.9458,0.4274,0.1383,-0.2105
Cancer,-1.6852,-1.4,-0.0883,-0.2425,2.2293,0.7295,0.8959,-2.2844,0.035,2.084,3.0568,-0.0315,-2.1718,0.1511,-1.197,-1.5189,-4.5292,1.5812,0.9381,-0.3342
Cancer,-2.7845,-0.8835,-1.213,-0.1845,0.6872,0.2611,-0.2394,-0.4416,-0.0828,1.6625,2.4801,0.29,-1.7852,-0.8281,-0.7766,0.0468,-2.7995,-1.2476,0.1641,-0.2915
Cancer,-1.5448,-0.0548,-0.3325,0.782,0.2844,0.5451,-0.7145,-1.5884,-0.8158,0.4021,2.5715,-0.0257,-1.322,0.2805,-2.346,-1.4125,-4.3358,-1.1708,0.9202,1.742
Cancer,-1.5695,1.0572,0.789,0.2555,1.2261,-1.6608,1.1254,-0.7932,1.2519,1.4982,3.4116,2.189,-1.3355,0.7375,-2.5906,-0.7773,-2.2238,-0.0878,0.5657,0.2745
Cancer,-0.9247,-0.535,-0.1442,-0.0895,2.6912,1.1375,-0.3048,-1.5436,-0.5626,4.6195,-1.7225,-1.9815,-2.922,-0.5698,-2.1152,-0.2604,2.5922,1.4651,1.7981,0.6352
Cancer,-2.0718,-2.2185,-0.1083,0.196,1.8262,1.6069,0.0366,-2.0601,-0.1372,1.9501,3.7313,1.621,-3.3218,0.3218,-1.2547,-0.8392,-3.8772,1.2096,1.2852,0.346
Cancer,-2.5603,-1.882,-0.7937,0.8372,2.5002,1.1591,-0.627,-1.4678,1.4901,1.8368,3.6963,-1.2058,-3.5822,0.3571,-0.9597,-0.5071,-5.661,0.8393,0.3703,0.3365
Cancer,-1.1569,-2.0785,-1.388,0.1578,2.3368,1.2181,-1.6155,-0.1356,0.2535,2.1431,4.7722,-1.2748,-1.3682,-0.6873,-1.3584,-2.0943,-4.3048,1.212,-0.4819,0.3497
Cancer,-0.975,-1.235,-0.3288,0.117,-1.4878,1.7221,-0.2049,-1.9726,0.2413,1.6318,4.3685,2.38,-1.4855,0.033,-0.3662,-1.8298,-4.9282,0.9892,1.0418,0.3837
Cancer,-2.0527,-1.3102,-0.9327,-0.9242,2.5908,-0.2612,-0.6742,-0.7857,-2.2244,4.4746,-3.8286,-2.4893,-1.098,-0.7232,1.1217,1.3818,-3.913,-0.7109,-0.3543,-0.4403
Cancer,-1.7806,-0.2995,-0.0618,0.6432,2.6287,0.9954,0.7346,-2.1199,0.5834,4.1755,2.0462,-0.4847,0.0728,0.1849,-2.4919,-1.5096,0.4305,1.5505,1.0369,-0.0808
Cancer,-0.3058,-0.251,-2.2635,1.4173,1.2111,-1.535,-0.087,-0.5192,-3.584,2.0794,-4.5636,-2.2812,-0.7452,0.1385,0.8136,0.2406,-0.916,-0.039,1.8965,-0.154
Cancer,-1.1721,-1.199,-1.0683,-0.776,1.8917,0.5873,-0.0465,-2.9423,0.6973,2.9859,5.2411,4.9577,-2.2272,-0.5192,-3.6544,0.2808,-5.4555,-1.1185,1.3099,0.8842
Cancer,-1.1461,-1.9492,-1.2632,-0.0242,2.3679,0.3512,-0.6084,-2.0093,1.8246,2.7108,2.0705,-0.8865,-1.4162,0.356,-2.5048,-1.2708,-4.8335,0.788,0.9178,-0.2535
Cancer,-0.9162,-0.1735,-0.8955,0.1305,1.1799,-0.3519,-0.4462,-1.4695,-0.8681,1.4495,0.1615,-2.4258,-0.4428,-0.3564,-0.2578,-0.7255,-4.2725,0.0333,1.7161,2.5153
Cancer,-3.1323,0.3188,0.4187,0.9148,1.307,-0.2855,-0.8389,-0.8519,-0.8162,1.3216,-1.2559,-1.98,-0.1142,0.3782,0.0923,0.8467,1.6125,0.3113,1.2152,0.9458
