label,BRCA1,BRCA2,TP53,PIK3CA,CDH1,PTEN,AKT1,MYC,CCND1,ERBB2,ESR1,PGR,MKI67,KRAS,EGFR,VEGFA,MMP9,CDKN2A,STAT3,JAK2
Cancer,-1.6738,-1.4278,1.3085,0.1762,2.2638,1.6756,0.1055,-0.8612,0.7368,2.2174,3.1192,3.8942,-2.1832,-0.177,-0.9334,-1.1667,-3.661,0.0278,1.2777,0.5387
Cancer,-0.5729,-1.371,-0.8775,-0.2527,2.341,1.0232,-0.7002,-1.2881,0.5973,1.5418,6.1108,3.8752,-2.1343,-0.5734,-3.2203,-0.4317,-5.5782,-0.5307,1.2638,-0.4787
Cancer,-2.535,-1.6402,-0.125,0.0475,1.5177,0.6915,0.2466,-0.2775,1.1427,3.4635,2.6778,0.2843,-2.7075,-0.3193,-1.5676,-0.2766,-2.7948,0.8686,0.6331,-0.0235
Cancer,-1.5658,-1.0695,-1.3757,0.011,3.1111,0.2271,0.3695,-0.9545,-0.6163,6.018,-1.0685,-1.8635,-2.0053,-1.4301,0.1276,-0.4434,1.615,0.8167,0.6195,1.06
Cancer,-0.62,-0.726,-0.5393,-0.253,-0.331,0.8807,-0.9744,-0.3271,2.2266,2.201,2.7076,1.2587,-1.0522,0.9821,-0.2393,-1.8463,-5.599,0.6172,1.5011,0.3695
Cancer,-0.4532,1.2588,-1.1323,-0.0718,1.6046,-0.0599,-0.1866,-0.0911,0.7582,2.5756,-4.0267,-2.6147,-1.0718,1.1868,0.0645,-0.1839,-0.7448,-1.3373,1.5172,-1.3342
Cancer,-1.3388,-2.3738,-0.3315,0.322,-3.1652,0.3369,-0.4634,-0.9758,-0.8498,2.9982,4.1593,0.4283,-2.542,-0.3379,-1.7879,-0.705,-3.1303,0.8214,1.2624,-0.3428
Cancer,-2.1214,-0.9168,-0.433,0.0792,3.1172,0.4383,0.4432,-0.7681,0.6421,1.9361,6.0011,-0.5662,-2.0955,-0.6321,-3.859,-0.8784,-4.2888,0.8976,1.0003,0.9138
Cancer,-0.9072,-1.233,0.2857,1.3395,3.0942,0.2975,0.6139,0.1112,2.0872,3.8505,5.5614,-2.527,-1.7742,0.0394,-3.0275,-0.1321,-1.9795,0.6202,0.4312,-0.606
Cancer,-2.9431,0.584,0.7677,0.3662,1.5324,-0.2246,-0.844,-0.3219,-1.4377,0.9285,-1.1863,-1.9873,-0.3622,0.4143,0.271,0.2914,-1.3685,1.2865,0.9436,0.6262
Cancer,-1.7696,-1.9808,-0.6337,-0.1208,2.3963,0.2009,0.3113,-1.7735,0.5298,2.5348,1.9283,-1.9607,-2.571,-0.2986,-0.9234,0.487,-2.3062,0.3953,1.3164,-0.9047
Cancer,-3.4962,-1.2442,0.1288,0.235,1.8704,0.7116,0.6061,-1.0484,-2.9809,1.12,-4.6472,-3.4172,-0.6538,-1.3474,0.3311,1.7258,-2.4522,1.5463,0.1722,-0.8873
Cancer,-0.9897,-0.1532,0.4385,-0.0017,2.909,0.6294,0.3068,-0.4323,0.564,4.9396,2.1517,-2.3695,-0.457,0.1001,-1.891,-1.7631,-2.091,-0.6147,0.2278,-0.0768
Cancer,-2.1772,-1.46,-0.9223,-0.161,3.0217,0.6482,-0.5092,-3.3853,-0.1282,2.3074,5.1847,3.5923,-3.807,-1.3079,-3.1873,-1.7038,-4.2565,-0.6559,0.4642,0.0472
Cancer,-2.6422,-0.2832,-0.9177,1.1553,2.9652,0.917,0.0246,-1.808,-2.4568,1.8736,-2.3791,-2.2902,-1.3832,-0.1247,0.4675,-1.7609,-2.272,0.7826,0.4915,0.303
Cancer,-1.5309,-0.331,0.317,0.382,1.9122,0.4057,-0.1045,-0.9601,-1.4448,1.2974,2.8762,-2.2753,-1.1358,0.064,-2.3616,-0.7963,2.4012,0.2527,0.7877,1.078
Cancer,-2.8362,0.7852,0.4523,-0.0142,1.2957,0.7199,-0.8799,0.8329,-2.1211,1.0958,-0.4063,-2.6572,-0.5552,0.2375,-0.1095,-1.7264,-3.0142,0.765,2.0479,0.0775
Cancer,-0.6915,-1.2488,-0.4472,0.4878,1.352,0.4492,-0.5893,-0.0211,2.3319,1.0354,5.921,2.2438,-0.925,-0.6842,-3.6353,-0.2094,-1.8695,0.4572,0.988,-0.0113
Cancer,-1.6952,-1.5405,-0.5583,-0.0675,3.2222,0.0637,0.0904,-0.0719,-0.5387,2.21,2.375,0.4342,-3.0825,-0.5017,-3.1153,-1.6187,-1.6388,-0.8822,1.0501,-0.2802
Cancer,-2.1381,-0.5212,-0.0992,0.0112,3.5247,1.5483,1.434,-3.1072,-0.3884,5.4055,-1.4892,-2.4498,-1.601,-0.3813,-0.8857,-1.6171,-0.386,0.4888,0.6597,0.7222
Cancer,-1.5049,0.427,0.2143,0.549,3.8916,1.4288,0.1703,-1.0711,1.0866,1.5901,4.3952,-2.3917,-0.087,-0.6352,-2.2141,-0.7378,-0.3682,-1.3642,-0.7762,-0.7288
Cancer,-0.2066,-0.944,0.1958,0.0368,2.8124,1.0321,1.4611,0.9492,2.2022,2.771,3.5585,1.9245,-0.8295,-0.2958,-2.9269,-0.8239,-3.2452,0.3464,1.0785,-0.3507
Cancer,-0.7684,0.0632,0.6447,-0.1202,0.3486,-0.6248,-0.7206,-0.2651,0.1706,1.5341,-3.2088,-2.5575,-2.2642,-1.2113,0.6481,-0.0175,0.1732,1.9668,1.5632,1.8458
Cancer,-0.0204,-0.2322,0.035,-0.1592,0.8797,0.4104,0.9158,-0.2956,2.1499,1.659,2.3329,-0.2028,-0.5215,-0.5195,-1.3657,-1.5712,-2.9775,-0.5764,0.1684,-0.0175
Cancer,-1.2312,0.2435,-2.0315,-0.1085,1.9182,1.2625,0.5514,-1.1574,2.2801,1.8232,4.9431,1.151,0.0335,0.2255,-2.8506,-0.4388,-0.7322,0.3533,1.0754,-0.3472
Cancer,-1.8316,-1.2388,0.3848,-0.0372,2.5285,0.5859,-0.3414,-0.4332,-0.2916,-0.3116,-1.5095,-2.525,-0.5903,-0.2438,3.8876,-0.0143,1.5082,-1.1285,0.8633,1.5235
Cancer,-0.9802,0.2152,-2.01,-0.4575,0.9628,-0.5922,-0.8391,-0.58,-1.0197,2.595,-4.6992,-2.7687,-1.2738,1.698,0.3788,0.3477,-1.592,1.2667,0.9249,-0.9085
Cancer,-0.974,-0.4862,1.4155,0.7522,2.0237,-0.7341,-0.6882,-0.289,-3.1615,1.2565,-0.2056,-3.3453,-0.1695,0.3503,0.2316,0.5097,-2.8445,-0.1972,1.8238,0.1675
Cancer,-1.2101,-0.7165,0.0967,0.176,1.6178,0.7036,-0.1905,-0.3884,0.5768,0.1034,-1.2221,-2.8637,-0.8868,-0.048,0.4489,-0.8081,-0.278,1.1144,0.9388,1.3545
Cancer,-1.128,-1.9512,-0.1082,0.1118,1.2472,1.03,-0.527,-0.9253,1.7808,1.8862,3.0673,1.2722,-3.2965,-0.0503,-1.0728,-1.7694,-5.5848,0.5498,0.8109,0.3027
Cancer,-2.5211,-1.8822,-0.2923,1.1188,1.2785,1.991,0.8384,-0.9377,0.5707,1.1879,3.0618,2.9542,-2.3065,0.0589,-0.9942,-1.8873,1.016,0.2244,0.6451,1.5672
Cancer,-2.3967,-1.9825,0.2063,-0.3992,0.5738,0.8387,0.7992,-0.6429,-0.4299,1.9768,2.8408,2.7273,-3.109,-0.3009,-0.9874,-2.0322,-4.6622,-0.3301,0.9681,-0.226
Cancer,-2.1526,-0.5148,-0.8512,0.4472,2.0481,1.2489,-0.4246,-1.0608,-1.0652,0.8651,-0.34,-1.156,-1.8368,-0.2148,-0.4847,-1.67,0.546,0.243,0.5453,0.5615
Cancer,-1.9937,-1.719,-1.0222,0.1822,1.0702,1.3443,-0.3968,-2.1158,1.5977,2.1739,3.641,-0.6487,-1.9045,-0.6914,-2.2373,-1.4744,-2.2258,1.018,0.9456,-0.119
Cancer,-1.2861,0.5202,-0.444,-0.027,0.1956,0.8896,0.0554,-0.7131,-1.0409,1.5627,-1.5663,-2.6538,-1.2425,0.4062,-1.009,-0.2957,1.2045,1.6128,0.8187,0.7738
Cancer,-1.2243,0.0272,-0.8395,0.317,0.3676,0.7651,-0.1096,-0.2049,0.4189,0.525,-0.6248,-2.8898,-1.3508,0.4042,1.0004,-1.2957,-1.5072,2.2937,0.5316,0.4153
Cancer,-1.426,-0.581,0.4147,-0.3525,1.8193,0.1578,1.5899,-2.1285,0.95,1.813,4.1523,2.9468,-1.6655,1.0784,-2.1846,0.5204,-1.6852,0.2507,1.6349,-1.1332
Cancer,-1.0852,-1.5975,-0.0945,-0.5578,-2.4262,1.4025,0.7549,-1.2236,-0.199,5.1424,1.4353,-2.1487,-1.543,-0.2017,-2.9841,-0.6361,-2.7958,-0.7532,1.2856,0.4152
Cancer,-1.5448,-2.0348,-0.8102,-0.153,2.7582,1.4142,-0.511,-0.3252,0.4352,1.698,2.9404,2.5938,-2.2235,-0.0605,-0.3498,-1.855,-3.8968,0.2212,0.1843,-0.5272
Cancer,-1.7168,-0.9292,0.59,0.8235,0.8411,1.0995,-0.8451,-0.1153,-1.7774,1.6174,3.2402,1.3513,-1.309,-0.7229,-2.2773,-1.6589,-1.2765,-0.8668,1.0931,1.6682
Cancer,-0.9781,-1.1055,0.6138,-0.003,3.2447,1.1264,0.2932,-1.5449,1.4965,2.3771,4.4828,2.0468,-2.866,-0.0102,-2.8457,-1.4438,-0.9838,-0.0477,1.0639,0.4253
Cancer,-2.1847,-1.2928,-0.6345,-0.3682,1.4196,0.799,-0.5804,-0.9444,-1.0618,3.5531,2.6397,1.9653,-1.8518,-0.4082,-1.9484,-1.7767,-5.7942,0.0328,0.3508,0.7605
Cancer,-1.0149,-1.3348,-2.1723,-0.1298,2.1366,-1.0313,0.3336,0.0095,-0.7232,0.7872,-0.9379,-2.8147,-0.834,0.1001,0.4426,-0.0523,3.2648,2.4466,0.3984,0.1973
Cancer,-1.0462,0.1842,-1.8695,0.2325,1.341,1.3306,-1.2002,-0.0782,1.2717,1.8335,1.4539,-2.6238,-1.5823,0.4796,2.0476,-0.3372,-3.3772,3.3553,0.7537,1.5003
Cancer,-1.1346,-0.3802,-0.9748,-0.2112,1.691,0.4696,-0.4248,-1.5678,0.2565,3.3016,2.6273,3.3712,-1.6835,0.5047,-1.93,-0.6396,-1.617,0.0672,1.1525,0.6958
Cancer,-3.3345,0.2575,-1.823,0.0452,0.7858,0.4307,-1.1455,-1.1062,-2.7078,0.7405,-3.5697,-3.9892,-1.4785,-0.1693,0.8169,-0.136,-1.1378,0.5846,0.0416,-0.8867
Cancer,-1.8811,-3.4362,-1.0545,0.8002,2.6603,-0.3627,0.0521,-1.5021,-0.4208,3.1959,2.5064,-2.4158,-3.6682,1.7988,-2.275,-1.7328,-5.1105,-0.0368,0.9166,-1.1088
Cancer,-1.2721,0.552,-0.466,0.7932,3.1928,1.5927,-1.3968,-2.9054,1.0265,5.6646,4.0347,-1.361,-2.1082,0.6604,-1.3985,-0.7938,-0.3928,-0.7008,0.209,-0.1952
Cancer,-1.0454,0.3342,-1.2312,0.5448,1.6312,1.2817,-1.016,-1.7069,1.3571,2.129,3.4913,4.6763,-1.467,1.146,-2.2199,-0.5589,-4.3048,-0.9019,1.0256,1.6873
Cancer,-1.2778,-1.6838,-0.7753,0.141,1.9756,-0.6196,-0.0196,-2.632,1.042,1.3111,4.6656,4.4785,-0.625,0.8773,-3.6867,-1.2033,-4.5527,-0.5383,0.6404,-0.3995
Cancer,-1.3443,-1.028,-0.1378,-0.2478,1.8429,1.8145,-0.6627,-2.3985,1.0228,2.3444,5.1817,3.0903,-2.6695,-0.1369,-3.1423,-1.1202,-4.776,-1.0022,0.3557,-0.1178
Cancer,-2.0415,-0.6158,-2.1598,0.5908,3.9147,0.9016,-1.9101,-1.8248,0.7755,1.329,2.0842,4.5117,-3.2882,-0.2619,-0.0093,-1.1256,-4.9818,-0.2914,0.0477,-0.2062
Cancer,0.5181,0.641,-0.5127,-0.2838,2.3478,0.6584,0.7252,-2.0957,0.5658,5.2374,3.3165,-0.0737,-1.019,-0.1852,-1.6611,-0.6677,-0.743,-0.5562,1.4609,-0.2802
Cancer,-2.6633,-1.872,-0.2655,0.5905,2.0951,0.83,-1.3034,-1.8933,-1.2122,1.7298,3.1568,1.9032,-4.21,0.1882,-0.4516,-1.5466,-4.6118,-0.4364,0.3903,0.939
Cancer,-2.3181,0.7145,0.1343,0.3965,0.9833,0.593,-0.8678,0.5997,-0.1436,0.9721,-0.3453,-1.178,0.4555,-0.1365,0.8562,-0.4707,-2.911,-2.0721,1.0842,1.361
Cancer,-0.8754,-0.578,0.7703,0.0812,3.0528,0.2889,1.279,-1.5393,-0.4232,2.5252,-2.1808,-2.051,-1.6072,0.2412,-0.5027,-0.1756,0.824,1.5783,0.5852,-1.072
Cancer,-0.7947,-0.8795,-0.7105,-0.2232,1.5384,1.3055,0.2488,-1.7818,1.6688,2.57,4.9882,-1.4058,-0.9565,-0.5432,-2.1707,-0.8378,-0.0535,0.4232,0.7748,-0.903
Cancer,-1.3212,-1.503,-1.7533,0.105,3.1207,0.5796,-0.4088,-1.7849,-0.6041,3.7601,3.7296,-2.1617,-1.6705,-0.5918,-1.6075,-0.2769,-4.0245,0.5108,1.4948,-0.1568
Cancer,-1.0212,-0.8898,-0.4863,0.273,3.4242,-0.0768,-0.804,-0.8289,1.1752,1.8328,5.3137,0.6865,-1.9485,0.7532,-2.45,-0.8128,-3.758,-1.2089,1.3421,-0.3382
Cancer,-1.3888,-1.029,-0.2408,-0.264,-1.336,0.7653,-0.5016,-2.4943,1.8587,2.5314,4.9665,2.062,-1.4688,0.4641,-1.5996,-1.3387,-2.3448,0.1866,0.8601,0.003
Cancer,-0.7325,-0.1688,-1.7455,0.0928,0.8564,0.2129,-1.3935,-0.1221,0.2045,1.2786,-3.6961,-2.7895,-0.5412,-0.2594,0.4611,0.4009,-3.4855,1.8149,0.224,0.3808
Cancer,-1.6748,-0.821,-0.7965,0.2532,1.8038,0.5974,-0.1635,-0.1592,0.5172,1.0044,-1.1217,-3.1272,-0.2452,0.502,0.7903,-0.3553,-1.5055,2.916,0.975,-0.1783
Cancer,-1.573,-2.5278,0.1787,0.906,3.1269,0.8196,0.5522,-0.8767,1.8404,2.6384,4.1541,2.6377,-1.3068,-0.2862,-2.6867,-0.7196,-0.7123,0.1203,1.4129,0.8937
Cancer,-1.783,0.5562,0.4357,0.5612,1.4186,0.908,1.0072,-2.1578,0.9074,4.0422,2.006,1.9955,-1.2918,-0.5692,-1.4041,0.1602,-0.317,0.9907,1.097,0.2815
Cancer,-1.3111,-0.8225,-0.23,-0.1407,2.1195,1.4792,0.2839,-1.7826,0.6074,1.8271,3.9104,4.017,-1.478,0.2712,-2.4365,-1.0031,0.2882,0.998,1.5641,0.4848
Cancer,-0.259,-0.113,-0.922,0.4528,2.2273,-0.5109,-0.4026,-1.3776,3.7254,2.8971,5.4846,-1.4372,-0.7742,0.1776,-3.9007,-0.5327,-5.2142,-0.4252,0.7381,-0.9102
Cancer,-1.1735,-0.3548,0.1688,0.6135,1.5553,0.6497,0.0318,-0.628,1.5143,1.0645,5.6509,3.1998,-1.4502,0.3081,-2.9529,-2.2285,-4.979,-0.0198,1.1874,-0.6088
Cancer,-2.1782,-2.1738,0.236,0.2838,-3.1058,1.0064,-0.1175,-1.4706,-0.0432,2.5919,3.5475,2.872,-4.1422,-0.0595,-2.5268,-1.796,-3.419,0.8425,1.5342,-0.1317
Cancer,-2.3051,-1.66,0.1327,-0.1332,3.2095,1.1429,1.2254,-2.1482,-0.2138,2.6398,4.7658,-0.3465,-3.952,0.1696,-2.1209,-1.9864,-5.3735,-0.0868,1.3647,-0.4725
Cancer,-1.7657,-2.2522,-0.1162,0.0642,1.3669,1.2144,-0.4145,-1.5325,-0.4188,2.6201,5.0702,1.352,-3.483,-0.6606,-2.1202,-1.0297,-3.513,0.5137,1.243,-0.2273
Cancer,-2.6003,-2.751,-0.2417,0.4588,2.3592,1.1381,-0.7932,-1.5239,-0.4532,1.9429,2.9959,2.6393,-3.9618,-0.1008,0.2332,-1.3311,-5.9785,-0.3427,0.6336,0.403
Cancer,-1.9555,0.5377,0.2315,1.2978,1.9418,0.2707,-0.2409,0.1536,1.2668,3.2882,-3.6078,-2.089,-1.0442,0.2698,-1.1969,0.2082,1.9215,0.5596,1.5617,1.7795
Cancer,-2.5042,-0.3008,0.524,0.62,1.2182,0.5452,-0.0932,-0.1417,-2.1047,1.1339,-1.8332,-1.1533,-0.3065,-0.1975,0.2006,-1.6397,-4.4505,2.6544,1.2201,1.5953
Cancer,-1.2706,-0.9918,-1.1822,0.011,1.2865,-0.2949,-0.0382,-0.5811,-1.7468,1.265,-0.5312,-0.6852,-0.443,-0.6259,-0.2635,0.0766,-3.5265,0.0398,0.6729,-0.3503
Cancer,-1.8339,-0.773,-0.2638,0.2685,-0.9195,0.887,-0.2425,-1.2738,0.8551,1.5234,4.5022,3.8268,-1.6822,-0.1598,-0.7432,-1.0547,-4.6722,-0.1526,0.6349,0.7698
Cancer,-1.384,-0.3412,0.1857,0.454,2.3581,0.6391,-0.448,-1.2449,1.0922,1.2208,4.4372,1.724,-2.401,1.0972,-1.954,-1.8014,-4.5002,0.6946,1.6105,0.224
Cancer,-0.7192,-0.0795,-0.2552,0.1028,2.5406,1.0745,0.1081,-2.1246,0.8494,1.9394,3.114,3.479,-2.583,-0.2587,-2.2828,-2.003,-0.6198,1.0615,1.4151,-0.1038
Cancer,0.005,-0.9008,-0.3745,0.069,2.7343,1.349,-0.1451,-1.6626,1.3792,1.6062,4.9255,0.9212,-0.7988,0.4605,-2.4136,-1.5336,-3.1332,1.0931,1.0479,-0.3923
Cancer,-1.1117,-1.6548,-0.4028,0.4408,2.1598,0.6024,-0.2426,-1.9473,1.5092,2.5624,4.709,0.7702,-1.5172,-0.3938,-2.483,-0.4956,-0.0242,0.9269,1.3936,-0.5925
Cancer,-1.0257,-1.0665,0.851,0.4538,1.5179,0.1225,-1.1513,-1.5924,-0.3341,1.4449,-2.741,-1.643,-1.6688,0.3127,0.6645,-1.2826,-3.804,2.9125,0.7388,-0.1793
Cancer,-1.5505,-0.8585,0.0357,0.505,2.3791,0.8981,-0.82,-1.1186,0.0671,2.3004,2.1067,1.7112,-2.3912,0.2307,-0.4381,-1.434,-2.113,0.2131,0.8669,0.2503
Cancer,-0.9933,-0.952,-1.2538,-1.013,1.6758,1.2153,0.4016,-3.2294,0.2808,2.4624,4.262,4.2435,-1.7015,0.7077,-2.3465,-0.3776,-2.6252,-0.0147,1.1093,1.4435
Cancer,-1.4007,-1.049,1.4848,-0.5425,1.13,0.4138,0.4956,0.1281,0.5818,2.6264,3.3098,3.1697,-2.3278,-0.3757,-2.7068,-1.3057,-2.3212,-0.1196,1.5155,-0.3615
Cancer,-0.3098,0.379,-1.9898,0.2768,0.8308,-0.8834,-0.7699,-1.2966,0.7985,1.0918,0.7505,-2.838,-0.098,1.287,-0.5458,-0.2528,-1.17,2.8007,1.1131,1.0358
Cancer,-1.2374,-1.9688,-0.6277,-0.174,2.0065,1.0015,0.1656,-0.7776,0.8563,1.8285,4.2547,2.2537,-3.4528,-0.1605,-1.0373,0.6834,-4.4495,-0.3488,1.2218,-1.1122
Cancer,-0.1032,-0.3312,0.1153,-0.7422,2.1475,1.2555,0.0256,-2.3274,0.0357,1.3275,4.7606,2.5138,-1.0548,-0.0705,-2.9804,-2.0332,-2.4547,-0.2704,0.7171,0.3462
Cancer,-1.5097,-1.3475,-0.8352,0.343,-1.7735,0.4524,-0.5804,-1.6166,0.1063,2.455,3.7495,-0.2,-2.4675,0.0808,-1.5155,-1.2569,-3.6975,0.0515,0.9122,0.1288
Cancer,-1.0685,-0.946,-0.9577,0.4058,2.2272,1.4229,-0.8602,-1.4516,0.5864,2.21,3.4255,2.096,-2.0755,0.0007,-1.7173,-2.7454,-3.769,0.3576,0.4297,0.2993
Cancer,-3.4103,-0.348,1.1102,0.4535,0.8412,0.9616,-0.1376,-0.9402,-1.2251,1.1791,-3.6088,-2.1327,0.06,0.4013,0.708,0.7105,1.8,1.6846,1.3619,-0.0148
Cancer,-2.3879,-1.0002,-0.1945,-0.415,2.6477,0.3789,0.1021,-2.8917,-2.4364,5.9089,-0.5986,-2.319,-0.8055,0.2243,-0.779,-0.5507,1.402,-0.3203,0.0766,0.017
Cancer,-1.7318,-0.873,-0.0955,0.065,1.3064,1.1945,0.1909,-1.3461,-0.533,1.1256,2.6898,2.2572,-1.5478,-0.2628,-1.592,-1.0253,-2.3875,0.8613,0.9326,-0.0463
Cancer,-1.4578,-2.3528,0.0358,0.2412,2.034,1.2039,1.2929,-2.4976,1.6453,2.3652,2.2847,-0.9948,-2.075,0.0548,-1.324,-1.2521,-0.122,1.2655,1.7942,-0.7597
Cancer,-2.5511,-1.468,0.808,0.0867,0.959,0.824,1.0095,-2.7354,0.8525,1.1056,2.8561,-1.245,-2.4062,0.2418,-1.8575,-1.6562,-3.5082,1.0219,0.8575,1.3868
Cancer,-1.3568,-1.3312,-0.4595,-0.0612,2.2632,0.7747,-0.021,-1.1199,1.7938,1.6292,4.2467,2.9875,-2.8098,0.9262,-1.9194,-1.4975,-2.291,0.4418,1.4732,0.1132
Cancer,-0.9555,-0.1642,0.6385,0.3302,0.918,-0.4852,-0.022,-1.4741,-0.6039,1.5511,-1.6309,-0.272,-0.2178,0.0247,0.4394,0.8947,0.5512,2.5852,1.4917,0.4217
Cancer,-0.423,-1.732,-0.5598,0.544,1.9598,0.9149,-0.4688,-0.8304,1.2691,3.3158,3.6543,1.4228,-1.622,0.5822,-1.6802,-0.822,-1.6705,0.7567,0.9795,0.6863
Cancer,-0.8446,-0.3648,-0.07,-0.2985,1.2635,1.2936,0.1126,-1.2184,-0.4444,2.0532,2.3596,0.2783,-1.225,-0.091,-1.759,-1.5462,-5.0285,0.4361,0.7991,-0.1008
Cancer,-2.5263,-0.7862,-0.5877,0.2468,2.8722,0.5991,0.5534,-0.9126,-0.0789,5.2446,-2.4088,-3.0158,-1.877,0.6336,-1.1832,-1.3622,-2.4568,0.2556,0.3491,0.3272
Cancer,-1.1966,-1.0602,0.6975,0.2505,1.6496,1.354,0.3509,-0.009,1.1994,2.0736,4.9462,-0.0708,-1.5935,0.09,-2.8724,-1.0571,-5.42,1.995,0.903,-0.7522
Cancer,-1.2476,-0.814,0.9677,-0.1992,0.2272,0.9074,-0.9018,0.1662,-0.9068,0.3655,-3.2398,-2.9442,-1.1215,0.7752,0.0549,-1.1765,-3.5605,1.1258,0.7442,0.031
Cancer,-2.179,-2.3835,-1.1188,-0.0018,0.8236,0.7905,-0.1761,-2.1916,-0.9956,2.781,3.5515,2.7808,-2.9752,-0.3765,-1.9791,-0.5657,-0.466,-0.0952,1,-0.6858
Cancer,-1.7852,-1.0898,-0.1927,0.212,1.6899,1.0883,-0.1599,-1.7689,1.9256,0.9636,4.5088,1.2327,-1.3245,0.6752,-1.6431,-1.5594,-3.8712,1.1502,0.7769,0.2137
Cancer,-0.9085,0.136,0.1605,0.0778,2.2302,1.3286,-0.2692,-1.4691,2.3178,1.608,2.8888,4.535,-0.5135,1.1452,-2.0248,-1.8732,0.1735,0.6625,1.2156,0.0135
Cancer,-2.2523,-1.172,0.3908,0.0308,0.9946,0.5054,1.1652,-0.7926,-0.0983,1.4891,1.2972,-0.2228,-1.437,-0.6927,-2.2821,-1.5644,-0.9535,-0.0088,1.1496,0.3487
Cancer,-1.3538,-0.5525,-1.5177,0.624,1.6854,0.7121,-0.4054,0.2906,0.3717,1.584,-2.7203,-2.9488,-0.5525,0.8763,-0.3007,-0.8456,1.1755,-0.6962,1.9062,0.7198
Cancer,-1.552,-1.9278,0.2657,-0.0785,2.8088,0.7826,-0.1525,-1.8398,0.5815,2.488,2.9033,2.7033,-2.4942,-0.0361,-1.1923,-1.4104,-4.2852,1.1854,1.3518,0.0973
Cancer,-1.3759,0.1205,0.004,1.0338,2.1345,0.26,-0.9104,-1.2699,-1.2915,1.1744,-1.8984,-1.7095,0.268,0.8118,0.1434,0.8215,3.3548,1.6092,0.7889,0.7267
Cancer,-1.8033,-1.912,-1.2823,0.209,1.9152,0.8649,-0.3642,-1.8047,-0.0418,2.9899,3.0188,-1.2018,-4.8108,1.5913,-0.5348,-0.2835,-4.899,0.9127,1.1993,0.4478
Cancer,-2.1666,-1.799,-0.3813,0.2345,1.8222,0.8029,-0.1551,1.2775,0.0002,1.9778,3.9058,1.8823,-3.9258,0.6544,0.0672,-0.0154,-3.3418,0.6191,1.7111,0.5348
Cancer,-2.6298,-1.0428,-0.8278,0.6848,2.1945,0.7635,-0.1916,-1.5322,-0.563,0.8026,4.239,-0.954,-2.4942,0.0127,-0.8364,-1.5909,-3.2388,1.5749,0.0946,-0.2932
Cancer,-1.8333,-1.3968,0.2507,0.1995,1.4522,0.9938,0.4474,-0.2566,0.1306,2.7638,2.9363,2.1587,-2.7518,-0.1651,-0.8211,-0.8831,-1.6988,0.9966,1.6961,0.3922
Cancer,-2.1149,-1.2552,-0.1353,1.2955,2.9867,1.3784,0.8156,-2.1339,-0.8143,1.2521,1.0548,-1.8515,-1.862,1.1922,-1.3606,-1.113,1.1752,1.505,1.2418,0.1248
Cancer,-1.8258,-0.8235,0.4467,0.2278,1.8926,0.543,0.3601,-1.883,0.0659,3.2308,3.3402,3.8803,-2.8038,0.184,-0.9478,-0.7096,-2.2645,0.2998,1.4341,2.0943
Cancer,-1.6791,-2.6045,0.2927,-0.1695,2.7606,1.1986,0.5941,-2.3142,0.6878,2.6982,5.0069,1.3147,-2.812,-0.1361,-2.9653,0.4026,-4.9515,0.0399,1.4388,-0.357
Cancer,-0.9249,-1.3702,0.1825,0.601,2.5849,1.1081,0.006,-1.2921,1.5142,1.7842,4.5025,2.6185,-1.98,0.1268,-2.5367,-1.1143,-4.6145,0.5508,1.4453,0.1772
Cancer,-1.2631,-0.9092,-0.717,0.3445,3.5538,-0.4497,-0.7859,-1.9652,-1.0818,1.6118,-0.699,-4.505,-2.6852,-1.2408,0.726,-1.5103,-2.6855,-1.0967,1.8572,0.9013
Cancer,-1.2449,-2.2362,-0.3875,-0.4012,2.5845,1.6358,1.2568,-2.3634,1.7414,2.3048,3.0287,-2.1902,-1.3872,-0.3619,-2.9554,-1.3738,1.2918,1.4182,1.0969,-0.0528
Cancer,-2.8057,0.8395,-1.108,0.3095,0.776,-0.5998,0.0381,-0.9446,0.1202,2.2722,3.9366,1.114,-0.5135,-0.1892,-3.7622,-1.3798,-3.0922,0.3119,1.269,0.7432
Cancer,-1.836,-1.12,0.7365,-0.0042,-2.4206,1.0774,0.1094,-0.1919,0.4057,1.9881,3.1354,2.7565,-1.2435,0.8437,-2.0035,-1.3313,0.2768,-0.2374,0.8432,0.4712
Cancer,-1.6398,-1.6065,-0.978,0.168,1.6221,1.858,0.3879,-1.0562,3.2054,1.9715,2.4012,-0.6957,-1.3008,-0.0585,0.1817,-0.6796,-3.8412,0.8489,0.8599,-0.0808
Cancer,-0.0195,-0.5995,-0.1082,0.2155,3.0348,0.7338,-0.0032,-0.1251,-0.6832,2.9155,4.7358,-2.0183,0.141,-0.7223,-1.659,-1.3074,-4.604,0.5249,1.1049,-0.4945
Cancer,-0.5252,-0.5355,-1.779,0.1718,3.1655,1.8269,-1.026,-1.0959,2.3299,3.1536,4.3122,3.7995,-0.3735,-0.6043,-3.3907,-2.2988,-2.798,0.4809,-0.3356,0.7703
Cancer,-1.5906,-1.121,-0.6725,0.2785,2.4108,0.7634,-0.4045,-0.9058,0.0341,3.2504,3.4012,1.1475,-2.932,0.5623,-0.939,-1.3038,-3.9428,1.2117,1.2816,0.4065
